GeorgeNotFound,George: Everyblock we look at turns to bedrock.<br>The air blocks: Am I a joke to you.
GeorgeNotFound,Dream: oh look there’s a chicken here <br>Gogy: that’s not a chicken. <br>Dream:✨wheeze✨
GeorgeNotFound,George: “The water is deadly!”<br>Endermam: <b>FINALLY</b>
GeorgeNotFound,George : “come here pig”<br>Sheep : “what am I to you?”
GeorgeNotFound,is it just me or do i love how all of george’s videos like these end with him actually winning unlike dream
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=I4fdyLUeVhI&amp;t=8m45s"">8:45</a><br>I burst out laughing at how he just descends from the darkness."
GeorgeNotFound,damn they rly did this whole challenge when they could’ve just closed their eyes?? smh
GeorgeNotFound,"I would just like to thank the editor for what they did at <a href=""https://www.youtube.com/watch?v=I4fdyLUeVhI&amp;t=26m00s"">26:00</a>"
GeorgeNotFound,George: THE CREEPERS GONNA BLOW UP MY DIAMONDS!<br>Dream: dont worry ill take care of it!<br>Dream: <b>looks at the diamonds</b> you&#39;re welcome.<br>George: ...
GeorgeNotFound,I love how George says he is low when he is literally regenerating
GeorgeNotFound,George: dosnt get flint after 20 peices of gravel.<br>Dream: <b>KETTLE NOISES INTENSIFY</b>
GeorgeNotFound,Does anyone realize that George is a good coder?
GeorgeNotFound,"Alternate title: “Minecraft, but I’m Medusa.”"
GeorgeNotFound,I can&#39;t stop laughing at Dream&#39;s wheeze
Youtuber,Comments
iHasCupquake,Well this is a crossover I never knew I needed 😳 I love it
iHasCupquake,I’m just gonna say she is AMAZING at art 🤩
iHasCupquake,Imagine a FNAF map in among us
iHasCupquake,Y do i want these skins to actually be in among us. also i really love the puppet one. she has always been my fav character.
iHasCupquake,Among Us Meets FNAF... <br><b>the crossover that was meant to be</b>
iHasCupquake,"I love them, Your really creative :D"
iHasCupquake,I remember seeing the Marionette Cosplay. Good times they were. I totally forgot she does cosplays. Man I&#39;m just rediscovering Tiff all over again
iHasCupquake,I like how she calls funtime foxy mangle
iHasCupquake,Wait she does songs now? I remember the animated shorts she did for FNAF but I didn&#39;t know she did songs? I&#39;m absolutely floored right now
iHasCupquake,Cupquake: I won&#39;t jumpscare you<br>Me: Still looking away
iHasCupquake,They look so cute! You did so good! I love your drawings!!! 🥰
iHasCupquake,OMG I can&#39;t get enough of her amazing art and she is so funny and sweet can&#39;t wait for another among us cross over with her drawings
iHasCupquake,I was still expecting that jumpscare...
iHasCupquake,Im loving this series. All of them look so good but balloon boys detailing is done so well
iHasCupquake,chica looks like a sarcastic teenager at a party!
iHasCupquake,I love these skin drawings for among us and other games!
iHasCupquake,SHE LITERALLY RAN SO THAT OTHER GAMER GIRLS COULD WALK SHE WAS THE OG
iHasCupquake,Yes! I like this!! I hope you really enjoyed it.
iHasCupquake,you need to make mods for among us where we can use this characters!!!
iHasCupquake,Absolutely love your art &lt;3
iHasCupquake,I love these types of videos &lt;3
iHasCupquake,I remember her old Minecraft videos when her channel was boomin. This was the only reason I came back but then I saw she can barely get passed 30K views and my childhood nostalgia hit me hard man...
iHasCupquake,"I clicked on here expecting to watch some more Among us, and i forgot to remember Kratos&#39; advice about expectations. Still a good vid tho."
iHasCupquake,I didn&#39;t know she did drawing? What have I missed all these years?
iHasCupquake,I would honestly prefer fnaf going into dead by daylight. But among us would do good too I guess
iHasCupquake,"I&#39;m sorry, but the puppet, or marionette, is a weird case like mangle. In the Freddy Files books, the robot itself is referred to as male, but the soul inside of the robot is Charlotte, a girl. I always get so frustrated about how to identify it, so I just call it &quot;her&quot;, since Charlotte is such an important character in the series. Am I wrong, or do you agree?"
iHasCupquake,It would be so amazing if this was actually in among us
iHasCupquake,My favourite one is the puppet :)<br>Make more FNaF characters as Among Us skins Tiff!!
iHasCupquake,"My favorite skin was marionette, the specs of white in the eyes really added to it, y&#39;know?"
iHasCupquake,I love how cupquake still loves fnaf today
iHasCupquake,"You should do another FNAF one, but with some of the outlander characters from Pizza Simulator! I think that would be HILARIOUS!!!! aka the frog, pig... those guys. Pokemon characters would also be a lot of fun!"
iHasCupquake,I really think she should do Steven universe for the theme next I was asking if she could do it in the twich chat but there were millions of other people talking over me but some ppl agreed with me that she should do Steven universe it would be cute
iHasCupquake,"Hey ! I just searched her name up and thank you for the Minecraft series, it really was my childhood.. so many years later that is crazy."
iHasCupquake,"If anyone comes for tiffy for saying Mangle while showing the Funtime Foxy deisgn,don&#39;t. It&#39;s something people can easily mess up when it comes to name, but she was going more for an approachable Mangle, which she did say, Funtime Foxy is literally just Mangle but put together and Mangle is broken up Funtime Foxy so she could really go for either design and say Mangle or Funtime Foxy and it would be okay because they&#39;re the same character, ones just the broken down version while the other one is put together properly."
iHasCupquake,More please i love your drawings. 😃 I was wondering if you could make among us princess&#39;s.
iHasCupquake,Ugh ma&#39;am we need makeup tutorialsss 😁 love you and this channel!! I use to watch you when I was like 4-5 grade and now I&#39;m back to help support your channel!!
iHasCupquake,That music box was so nostalgic! 🤗
iHasCupquake,Anyone know what she uses to draw these
iHasCupquake,WAIIITTT I do want Puppet in the game now! Its so simple yet so appealing! I love this video Cupquake &lt;3
iHasCupquake,holy crap you saw willy&#39;s wonderland movie trailer?! 😳 geez i thought i was alone 😬 but this movie is extremly creepy at all costs 😥 i bet you are probably gonna see it to be honest with you 😏 i mean after all everyone has to know if the movie is good or not 🙂 but anyways love the FNAF skins on the among us characters 😉 also im hyped for the new FNAF game 😀
iHasCupquake,These are so cool! I wanna use them in the game 😔
iHasCupquake,I love these videos!
iHasCupquake,Now I Want Those Skins In Among Us
iHasCupquake,She does such a great job when drawing them she is very skilled Tiffy thank you for giving me joy and being my first youtuber that I have ever watched thank you and stay safe and God bless you all. 🙃🙃❤️❤️🙃🙃❤️❤️😇😇🐈🐈🌷🌹🌷🌹
iHasCupquake,I think my favorite was the Valentine&#39;s themed one.
iHasCupquake,I would 100% buy one of these skins for $5.99 in among us
iHasCupquake,It&#39;s so adorable and I love it so much ❤️
iHasCupquake,Nice! Please do more animal crossing characters like the pink sheep one.
iHasCupquake,Wow it’s been 8 years since I watched your first oasis video I was barely 5 years old when I first started watching you and now I’m about to hit 14 all those good memories I had watching you 😔
iHasCupquake,Not gonna lie but she kinda looks like Daniella Monet the actor in victorious 😂
iHasCupquake,"Cupquake:&quot;the garden would be much better if they had white fences instead of these ugly brown ones&quot;<br>Me:&quot;woah,woah,woah. brown is beautiful.&quot;"
iHasCupquake,I’m crying my childhood 🥺😭 the opening brings me so much memories! I miss and loved my childhood a lot and I’m so glad you were a part of it Tiffy! <br><br>Man those days where I’d come home from school and just watch your videos on my iPod 4. UGH back then the only thing I care for was getting to watch the latest episodes of Oasis 😔 now ya girl is in college trying to get this degree.
iHasCupquake,I miss oasis so so much i really  really do and i hope that someday she will actually visit the world again on camera cuz that&#39;d be amazing!
iHasCupquake,I wonder how oasis would look in The regular minecraft texture pack:-)
iHasCupquake,"You should put glow stone hidden all through the waterfalls, it&#39;ll look pretty at night"
iHasCupquake,"<a href=""http://www.youtube.com/watch?v=AYS2_AeUnxo&amp;t=31m44s"">31:44</a><br><br>Did anyone else face palm when she said &quot; I don&#39;t have any torches&quot; when see had some in her inventory"
iHasCupquake,I laughed so hard when David wouldn&#39;t come into the garden and you said that you were afraid that he had a fear of coming into gardens
iHasCupquake,Just discovered Minecraft 0asis! Loads more episodes to go! :)
iHasCupquake,Keep on making Oasis videos I love them so much:)
iHasCupquake,Thumbs up if u miss the original oasis
iHasCupquake,Make a patio near your pond! It would be awesome. Also you should have some villagers come over to visit as well. :3
iHasCupquake,I still love these vids almost a decade later… so much nostalgia
iHasCupquake,going through the old oasis video&#39;s! I LOVE CUPQUAKE
iHasCupquake,"I bet when this is finished , it will be huge but a great creation!"
iHasCupquake,A real wedding gift is the emerald Cupquake received.
iHasCupquake,who thinks cupquakes is awesome with purple hair.I KNOW I DO 😅
iHasCupquake,"You should put a white picket fence outside each level. Plus, the bird baths are off-center, the ones you put down today are on the path instead of in the middle! It was bugging me xD"
iHasCupquake,"With the minecraft comes alive mod, you should be able to actually pick chat choices so the villagers dont just say ramdom stuff, and plus it would by really cool to carry on conversations"
iHasCupquake,"I know this is over, but those sunflower seeds are for EATING"
iHasCupquake,I LOVE those white picket fences! And your flower garden!
iHasCupquake,Yeah ur a BIG role model to me and you have inspired me to do things! Please make another minecraft oasis episode! I&#39;m gonna watch this video again!
iHasCupquake,🎵&quot;So tell me what you want what you really really want&quot;🎵<br>Cupquake: &quot;I want my daughter to fish for me&quot;
iHasCupquake,"Tiff try getting an orchid! They&#39;re also low-maintainace and they also can live long, and if you forget to water it it won&#39;t die too quickly. We have 5 at home! They&#39;re beautiful!"
iHasCupquake,Rewatching the series again she could&#39;ve named one of her kids Poppy😁
iHasCupquake,I love the fan art at the end😊😊
iHasCupquake,"You should name all your female children after flowers like &quot; lily, Rose, Tulip, ect.&quot;"
iHasCupquake,"Baby Daisy is in David&#39;s inventory! Also for the sunflower seeds, you can only eat them."
iHasCupquake,Oasis looks so beautiful is it a seed?
iHasCupquake,"I doubt you&#39;re reading this Tiff, but it would make me and SO many other fans of Quxxn happy if you would mention her in your next Oasis. I saw your tweet and it made me smile, but it would be über awesome if you remembered her in a video. RIP Quxxn &lt;/3 (I will now watch this Oasis :])"
iHasCupquake,"Minecraft Comes Alive has always been a bit buggy. Some of the duplication bugs are downright funny! I always did wonder why Biomes O&#39; Plenty went with flower seeds being farmed rather than just using Bone Meal. It&#39;s changed a bit since then.  <a href=""http://www.youtube.com/results?search_query=%23oasisnostalgia"">#oasisnostalgia</a>"
iHasCupquake,Ur giving the baby Miracle Gro?!<br>I think that might be poisonous.
iHasCupquake,please keep doing these amazing videos :)
iHasCupquake,"i just love how red randomly walks through the room
"
iHasCupquake,That fox in your coyfish pond is so adorable!
iHasCupquake,If you want to see the holes in the glass dome change you settings to connected textures and it would easy to see all the holes.
iHasCupquake,You are the best gamer ever! I play mine craft and sims because of you. Not to mention i started baking because of you. You are amazing and this serious is how I found you. Lots of love💗
iHasCupquake,"<a href=""http://www.youtube.com/watch?v=AYS2_AeUnxo&amp;t=40m04s"">40:04</a><br>Me: Bless you.<br><br>Cupquake:Thank you! ^_^<br><br>Me: OMFG SHE CAN HEAR ME!!!"
iHasCupquake,Absolutely check David&#39;s inventory for baby Daisy. And I would be careful about animals getting into your pond that you made in this episode. Raccoons and foxes and kitties like to kill fish a LOT!
iHasCupquake,"Like everyone else is saying, get the pet whistle! It will Call your cats to you! Also, David&#39;s arm looked like it was holding something. He is probably holding Daisy. Check his inventory!"
iHasCupquake,The tap needs a 3 by 3 space of water under it to work
