CookieSwirlC,I love rainbows 🌈 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤️✨️✨️✨️✨️✨️✨️✨️✨️✨️❤️‍🔥😌,2023-04-23T12:10:40Z
CookieSwirlC,You are the best,2023-06-20T05:07:06Z
CookieSwirlC,Wow you did amazing great job.I like the doll .,2021-08-29T17:46:37Z
CookieSwirlC,Wow,2023-03-15T19:16:07Z
CookieSwirlC,"Wow! So adorable and cute <a href=""http://www.youtube.com/results?search_query=%23pretty"">#pretty</a>",2021-11-11T18:10:03Z
CookieSwirlC,If I’m feeling down the best thing to do is to watch your videos it makes me feel better 😢 then 😂lol,2023-04-08T09:41:05Z
CookieSwirlC,I love your videos,2022-11-17T16:55:55Z
CookieSwirlC,Aww.....your new intro is soooo beautiful Cookie!😍,2020-12-04T05:45:35Z
CookieSwirlC,Cookie 🍪 just letting you know.. you can decorate the Xmas tree in Royale high and get some gifts from Santa ..ok that&#39;s it Ty &lt;3<br>Hope you see this 💗🍪,2020-12-04T04:52:13Z
CookieSwirlC,"I don&#39;t know if you&#39;re gonna see this cookie, but if you do, I just want to remind you that you are the best and we all love you! &lt;3",2020-12-04T03:41:41Z
CookieSwirlC,I loved it! Merry Christmas to all! And stay safe!,2020-12-04T02:45:42Z
CookieSwirlC,That intro is adorable!😍,2020-12-04T02:30:31Z
CookieSwirlC,In case you didn&#39;t know there are new hairs and new faces and a gifting event!,2020-12-04T03:55:37Z
CookieSwirlC,Hi cookie! What&#39;s your favorite part of the christmas update? I love the gifts and accessories!,2020-12-04T03:29:01Z
CookieSwirlC,Merry Christmas Cookie!! I love watching your vids and they always make me happy!! :),2020-12-04T02:52:03Z
CookieSwirlC,Omg hey cookie! &lt;3 this is so cute happy holidays to you too!,2020-12-04T02:33:10Z
CookieSwirlC,"hey cookie!! just wanted to say that there is a gifting event where ur  friends can give u gifts every day till christmas in royal high,thats where u get the raindeer bags!!! :D",2020-12-04T05:56:44Z
CookieSwirlC,"Happy Holidays, Cookie!",2020-12-04T03:00:55Z
CookieSwirlC,Keep up the awesome videos 😊,2020-12-04T02:58:06Z
CookieSwirlC,Merry Christmas and Happy Holiday Cookie!,2020-12-04T03:26:26Z
CookieSwirlC,We love you Cookie Swirl C &lt;3 merry Christmas.,2020-12-04T02:36:07Z
CookieSwirlC,MERRY EARLY CHRISTMAS EVERYONE!! :DD,2020-12-04T03:09:06Z
CookieSwirlC,I love your videos so much keep up the great work :D 🍪,2020-12-04T02:29:14Z
CookieSwirlC,Love you’re videos &lt;3 happy holidays,2020-12-04T02:39:58Z
CookieSwirlC,Happy early Christmas cookie we been watching you from the start we will all love your vids keep it up :),2020-12-04T03:42:52Z
CookieSwirlC,Hi cookie love ur content ur so entertaining :D,2020-12-04T02:28:32Z
CookieSwirlC,Merry Christmas everyone and Cookie!,2020-12-04T06:03:08Z
CookieSwirlC,i am so excited for cookie 🍪Christmas month !!!🎄🎄,2020-12-04T03:01:30Z
CookieSwirlC,HEY! your my inspiration! you make me so happy! its my dream to meet you! ily cookie!!!!,2020-12-04T02:27:46Z
CookieSwirlC,Im exited for christmas!<br>Love your vids:D,2020-12-04T02:43:43Z
CookieSwirlC,"Cookie if you want to get past the frost fury, you have to take out a Grappling Hook and click the waterfall and you should be able to get past it.",2020-12-04T16:34:41Z
CookieSwirlC,I love your videos!,2020-12-04T02:54:16Z
CookieSwirlC,Your outfit looks cool :o,2020-12-04T02:23:16Z
CookieSwirlC,Ur new intro is fabulous ......it&#39;s sooo cool ....brings me in the Christmas mood .......,2020-12-04T03:27:25Z
CookieSwirlC,Great video and merry Christmas month!!!!💞,2020-12-04T02:41:53Z
CookieSwirlC,Merry Christmas Cookie!:D🍪🍪,2020-12-04T05:07:29Z
CookieSwirlC,WHO&#39;S EXCITED FOR CHRISTMAS?!😄,2020-12-04T02:30:18Z
CookieSwirlC,I love it 😍,2017-09-04T19:38:27Z
CookieSwirlC,Nostalgia :&#39;&gt;,2021-12-16T03:34:57Z
CookieSwirlC,Cookie :D 🍪🍪🍪🍪,2017-09-03T18:41:30Z
CookieSwirlC,Nostalgia🤌<br>As a kid i wanted to break into cookie&#39;s house and steal her toys🥲🤡,2022-12-11T07:25:04Z
CookieSwirlC,"I missed this :,)",2022-05-08T00:35:01Z
CookieSwirlC,I love it it is so cute,2022-02-13T16:50:41Z
CookieSwirlC,I love your videos ❤❤❤,2021-11-20T01:01:06Z
CookieSwirlC,O the headband looks like it could be a bracelet for you cookie!!!! yay Chocolate chip cookie!!!!!,2017-09-04T20:27:06Z
CookieSwirlC,I love the video 🍪,2017-09-04T17:04:11Z
Youtuber,Comments,Date
MegMage,"<a href=""https://www.youtube.com/watch?v=0mE0-bZsEHE&amp;t=1h44m00s"">1:44:00</a> xDDDDD",2022-06-11T19:18:55Z
MegMage,Geralt&#39;s guide to dates:<br>1. Ignore Date<br>2. Play Gwent<br>3. BONE DOWN,2022-06-11T20:55:42Z
MegMage,Skellige will be MIND BLOWING 🤯🤯🤯<br><b>The Vibe/Music Hits Different</b>,2022-06-11T18:41:39Z
MegMage,"I can‘t wait for you to go to skellige, you‘re gonna love it there, the characters are amazing as always and I‘m sure you‘re gonna enjoy your time with Yen, I personally absolutely loved the whole segment there. But take your time and always do things your own way",2022-06-11T17:11:34Z
MegMage,"<a href=""https://www.youtube.com/watch?v=0mE0-bZsEHE&amp;t=1h20m05s"">1:20:05</a> I always tend to think that she’s hamming it up to get Geralt’s attention.<br>She wants G’s d.",2022-06-11T16:35:40Z
MegMage,Triss shaking her head while spectating Geralt absolutely destroy his competition at Gwent while acting and shouting like a character in Yu-Gi-Oh.,2022-06-11T16:28:53Z
MegMage,Monster Deck is just visually formidable just use the Frostbite Weather Card all the close range Devils of the opponent will be ineffective. Use it during Closing the round as the opponent might use a counter Clear weather Card.,2022-06-11T16:12:31Z
MegMage,"&quot;I had to, it was fireworks!&quot; Hahahaha, I love it",2022-06-11T16:10:48Z
MegMage,"Nilfgaard itself isn&#39;t that great but I have to admit I really like General Voorhis, everytime Geralt meets him in game he&#39;s always just really respectful and friendly, even considering he and Geralt friends, I&#39;m glad they kept him wholesome pretty much and you didn&#39;t have to like end up killing him in a quest or anything.",2022-10-14T02:50:58Z
MegMage,Holy shit. I didn&#39;t know Djikstra was there too. When she start looting all food i thought time to skip. Glad i didn&#39;t. <br>Damn. After 7 years still there are new discoveries.,2022-06-11T18:59:45Z
MegMage,"I&#39;ve been really enjoying this Let&#39;s Play, it&#39;s been a stressful week and it&#39;s so good to have something to take my mind off it. Thank you :)",2022-07-05T23:45:41Z
MegMage,Dandelion was playing up his heroism in the story,2022-06-11T20:27:21Z
MegMage,cant wait for you to meet Yen fr,2022-06-11T16:19:43Z
MegMage,"I don’t want to add more fuel to the fire buuut yeah I feel like she actually just acted drunk to try and get Geralt to let his guard down. I mean, she seems to get over it rather quickly when the guy shows up, or when you refuse to kiss her. On the positive side she wasn’t using magic this time or taking advantage of his amnesia to convince him that she was his true love so its not the worst thing she’s done :ppp",2022-06-11T17:51:52Z
MegMage,"So i&#39;m replaying this also atm, great game innit?   -  This time around, i&#39;ve decided to put my Geralt with Triss in this play-thru, and I&#39;ll break off instead of locking-in with Yen as I go through Skellige.  TBH, as much as there is that natural spark/attraction with Yen, she seems a bit sly/underhand/self centred/overly-political.   SO atm i&#39;m thinking Triss might make for the healthier long-term commitment.",2022-06-12T00:12:54Z
MegMage,Dandelion is such a drama queen sometimes i swear to god,2022-06-12T13:48:18Z
MegMage,"It&#39;s sad that she missed the whole saving Moritz and the Other mage, because you can only do those after the maze Quest....",2022-06-13T16:11:25Z
MegMage,Triss is the reason guys in relationships cant have female friends😆,2022-06-12T11:35:47Z
MegMage,Video top! Greetings from Ukraine!,2022-06-12T18:01:37Z
MegMage,"Rule number 1 in Witcher, always play Gwent.",2022-09-23T05:29:29Z
MegMage,"This whole quest and the mages trapped in Novigrad is probably the biggest plot hole of the W3. Why wouldn&#39;t the mages just teleport out of the city? IDK if it&#39;s mentioned anywhere but it feels like because they needed someone to for Triss to rescue but only had the most powerful people in the north,  so they stripped them of their power.",2022-06-12T17:56:10Z
MegMage,"Wait, hold up, what happened? I don&#39;t think I got an email for ep 20, but then I found it in the playlist yesterday. But now it&#39;s &quot;hidden&quot;?",2022-06-09T07:38:43Z
MegMage,Triss got sober in an instant. Drunk? Set up? Manipulation?,2022-06-11T20:43:49Z
MegMage,"<a href=""https://www.youtube.com/watch?v=0mE0-bZsEHE&amp;t=1h09m50s"">1:09:50</a> mmm… I wonder if Yennefer’s gonna be ok with this👀",2022-06-11T15:15:25Z
MegMage,What will Yen say to that? XD,2022-06-11T17:22:59Z
MegMage,"Emotional manipulation? no, just the normal kind lol.",2022-07-14T16:23:12Z
MegMage,"You love Gwent! Maybe you can try Gwent: The Witcher Card Game, so fun to play with other players",2022-06-11T22:26:23Z
MegMage,"What was I watching with that Gwent game, it was like a multi stage boss fight, Lol.",2022-06-11T15:58:24Z
MegMage,What&#39;s wrong? She doesnt like Triss?🙄,2022-12-05T19:06:49Z
MegMage,"Here wo go, Triss Episode! 😄🤙 This was the episode I dumped Yen.",2022-06-11T15:20:26Z
MegMage,pls play main story then heart of stone and last blood and wine,2022-06-11T18:46:18Z
MegMage,Love you meg,2022-06-11T15:02:06Z
MegMage,This game is so freaking good. Thank you for encouraging me to keep playing! It is so complex and nuanced. Love you all so much and hope you&#39;re doing well today. ❤,2022-03-19T15:58:38Z
MegMage,"This cutscene is very important and helps us understand Cole better. Remember, Cole was always presented as this war hero, and now we know the truth: he was no hero. He only got that medal because he happened to be the only survivor of that battle. Phelps is traumatized, and he feels he didn‘t deserve the medal. He has survivor‘s guilt. That’s why he doesn’t talk about the war and why he tries to atone through his work as a detective. But there‘s a lot more about his past you‘ve yet to find out.<br><br>I won‘t spoil it, but the next mission is the climax, and things will happen and be revealed that will surprise you and make you see Phelps in a whole new light. Many people who are on their first playthrough are often quite shocked and confused, but keep at it and it will all make sense once the full story unfolds during the following cases.",2022-03-19T18:14:05Z
MegMage,"I really enjoy this part of the story because it shows how Cole went to war with the mentality of making a name for himself, but after his friends and squad got killed and he got his silver medal, he hates it because he feels that he didn&#39;t deserve it. Kelso&#39;s line about their job being to die for your future really hits Phelps right there.",2022-03-19T21:18:01Z
MegMage,Cole asking Roy to drive to the police station that they were next to is like when a customer demands to speak to the manager and they already are.,2022-03-24T07:31:03Z
MegMage,"This is the best case. Feels like the pinnacle of LA Noire with it being the most ‘Hollywood’ case in the game, full of twists and all these other fun elements. There’s a bit of interrogating, chasing, tailing, etc.<br><br>Cole is at the top of his detective game here too, Roy is least sufferable in this case compared to others, you work with your old partners, etc.",2022-06-20T03:12:15Z
MegMage,"<a href=""https://www.youtube.com/watch?v=zJniOTKbTKo&amp;t=35m08s"">35:08</a> &quot;We&#39;re already here, Cole! WTH! Are you high??!!&quot; 🤣🤣🤣",2022-03-19T18:57:05Z
MegMage,"The discussion where Phelps and Earl talk about the former partners is funny.  I personally disliked Galloway (Rusty/Finbar) at first, because of all the crude remarks he would make, especially about his ex-wives and general anti-woman attitude.  I still don&#39;t exactly like Galloway but, with time, you got to see there was a bit of softer side underneath the jaded cynic that peeked out from time to time.  It made me at least have some sympathy towards Galloway.  Whereas, in comparison, Earl never seems to have anything but cynical self-centred motivations to him.  It makes him very unsympathetic.",2022-04-15T16:56:41Z
MegMage,"Hey Meg, loved the walkthrough, when you were at the apartment building, you could have found morphine syrettes in the trash and in a plant in the building, that’s why Mal asked you to look around the building to see if you could find any syrettes to prove his theory.",2022-11-09T18:36:59Z
MegMage,this is a great game with that very great storyline,2022-03-19T16:53:56Z
MegMage,What tactic was Cole trying to use with the friend?,2022-03-24T07:26:19Z
MegMage,Love this gameplay ❤️,2022-03-19T22:12:06Z
MegMage,I never thought I’d hear you say you miss Rusty lol. But compared to Roy…,2022-03-24T06:52:43Z
MegMage,I would LOVE to see you play Batman🌟👏definitley looking forward to it but still loving LA Noire🔆,2022-03-20T09:40:17Z
MegMage,I see Cole and I think Dragon Age at first,2022-03-19T15:46:17Z
MegMage,Why would they dress a maid of the 40s like a maid of the 40s?,2022-03-20T15:36:58Z
MegMage,"Hello Meg, I&#39;m on watching you play Dead Island 2 <br>with ep.6 Butcho the Clown and I hope you are<br>having a great Sunday, as well as an amazing week<br>and i&#39;m still laughing at the leprechaun video.😁💎<br>Thank You Meg.🤠💎",2023-06-11T19:37:23Z
MegMage,"Ahh Butchers... they already were the most terrifying special zombie in the first game, then they go and make a clown one.",2023-06-29T02:13:24Z
MegMage,Your clown fight was so frustrating to watch but glad you pulled through in the end.,2023-06-12T07:15:01Z
MegMage,You Are The Best Female Youtuber I Have Ever Met Wish You The Best In Your Life And Your Career Cant Stop Watching You Video Masterpieces Keep Up The Amazing Work,2023-06-11T20:38:54Z
MegMage,"Speaking of Zombies, please play The Walking Dead season 3 😁.",2023-06-11T18:49:33Z
MegMage,"There is going to be an Ubisoft Livestream tomorrow for there will be a lot of assassin&#39;s Creed stuff, will ya be watching?",2023-06-11T18:44:16Z
MegMage,👋,2023-06-12T08:13:06Z
MegMage,"<b>&quot;You were supposed to destroy them, not join them!!!!&quot;</b><br><br>The disappointment in Meg&#39;s face is immeasurable 🤣",2023-03-20T01:11:27Z
MegMage,The face when you spotted the word Templar is the kind of reaction that makes first time playthroughs of this game so great,2023-03-20T00:56:35Z
MegMage,"Everybody got trolled by Haytham, even Desmond himself.",2023-03-20T03:02:34Z
MegMage,Haytham converted many AC fans from Assassins to Templars,2023-03-20T07:15:22Z
MegMage,"“Wait, what?!”<br>-Desmond Miles",2023-03-20T01:38:19Z
MegMage,What I find hilarious about the templars creed especially the “ and never share our secrets” is that every time you kill a Templar in any of the games they immediately tell you everything 😂😂,2023-03-20T22:50:05Z
MegMage,"Meg, I freaking love your reactions 😂 I did the exact same thing. I was so sus of Haytham the entire time, and then it was revealed and it was like 🤯",2023-03-20T03:11:31Z
MegMage,This was actually a good scene. The first time that made you think maybe templars weren&#39;t all just bad/corrupt people.,2023-04-27T04:38:13Z
MegMage,"Desmond Miles has walked a thousand miles, and yet again he deserved a Game of the Year Award.",2023-04-10T05:49:56Z
MegMage,Curious how Meg will deal with Rogue,2023-03-20T15:59:05Z
MegMage,It seems to be no word to discuss on what just happened till hearing Desmond say “Wait..What?”,2023-03-20T01:00:56Z
MegMage,that was my reaction years back i was also laughing 🤣,2023-03-20T21:08:46Z
MegMage,I played this years ago and still to this day the utter betrayal I felt. After dying so many time during gameplay with this man just to find out he’s a freakin Templar 😂😂😂😂,2023-04-02T00:59:15Z
MegMage,Hahah meg your reactions are the best😂😂. This moment was shocking for everyone!,2023-03-20T05:35:37Z
MegMage,"I must say that I was spoiled about Haytham being a templar and that he would fight Connor, but I still got shocked because I thougth he got turned during the game",2023-03-20T12:11:26Z
MegMage,Its okay Meg your still my hero.😇❤,2023-05-13T00:45:07Z
MegMage,"Back in the days when the game was first released, there was an achievement you get after completing this sequence which said “how do you like them apples?”. Ubisoft played with our emotions that day 😂",2023-05-31T19:25:13Z
MegMage,Literally how we all felt lmao😂,2023-03-20T23:02:47Z
MegMage,"&#39;My disappointment is immeasurable, and my day is ruined&quot;",2023-07-24T01:26:21Z
MegMage,May The Father Of Understanding Guide Us,2023-04-21T22:48:57Z
MegMage,"You were the Chosen One! It was said that you would destroy the Sith, not join them!",2023-03-20T08:42:51Z
MegMage,My exact reaction when I played it years ago I felt betrayed,2023-03-20T04:47:17Z
MegMage,"I knew it, they were engaged!",2023-05-31T04:01:56Z
MegMage,I could tell we were templars when they were calling it an order and not a creed throughout the entire beginning of the game,2023-06-09T20:14:23Z
MegMage,You are a Templar ✝️💍🧐<br>~ May the Father of understanding guide you sister!,2023-07-11T07:22:36Z
MegMage,"When Haytham said he didn&#39;t give order to burns Connor&#39;s village I legit thought he was lying, turns out he&#39;s speaking the truth... I may be wrong",2023-05-14T07:32:30Z
MegMage,She exactly looks like momo at the last.,2023-07-25T06:51:07Z
MegMage,How about them apples!,2023-08-06T19:43:51Z
MegMage,Who did open a door ?,2023-07-03T04:16:42Z
MegMage,Black hair are best on you dear 🖤🖤,2023-03-20T17:07:52Z
MegMage,"This is why as much as I use them, I hate subtitles. You can&#39;t spoil a line like that before you hear it. I wish subtitles would appear as the word is being said, not before. It would really add to the moment.",2023-03-20T02:35:42Z
MegMage,Lol you got fooled,2023-03-21T02:56:54Z
MegMage,Great example why subtitles suuuuck,2023-05-25T16:40:08Z
MegMage,"IMO the cutscene where Eagle Flies comes to Arthur and Dutch for help with the horses was one of the times where I REALLY hated Dutch. It a self serving act disguised as an act of altruism.<br>He sees an angry young man who is on the edge and all he needs is a little push to create chaos for Dutch. Dutch senses this and preys on it. He&#39;s such a scumbag that he even tells EF to put his money away as if he&#39;s doing this out of the kindness of his heart.<br><br> I&#39;m left to wonder if Arthur in this moment looked back at his childhood when he first met Dutch and saw himself in Eagle Flies, and it infuriated him as he was used just like Dutch uses this poor kid. <br><br>This was one of the cutscenes that really made me angry at Dutch. Sacrificing an entire tribe who has already been through enough hardship just to give him a chance to escape?? Total prick.",2021-05-20T23:46:18Z
