,Youtuber,Comments,Word Count,Char Length,Polarity Scores,Emotion
3683,Technoblade,39391500 kohi elo 39good3939 map friend 1400 something like,9,59,"{'roberta_neg': 0.032488294, 'roberta_neu': 0.8175143, 'roberta_pos': 0.14999743}",1
3684,Technoblade,great vid,2,9,"{'roberta_neg': 0.0052757324, 'roberta_neu': 0.051505648, 'roberta_pos': 0.9432186}",2
3686,Technoblade,first xd,2,8,"{'roberta_neg': 0.10325986, 'roberta_neu': 0.6707499, 'roberta_pos': 0.22599025}",1
3687,Technoblade,texture pack,2,12,"{'roberta_neg': 0.18819661, 'roberta_neu': 0.602358, 'roberta_pos': 0.20944539}",1
3688,Technoblade,hurts,1,5,"{'roberta_neg': 0.57706964, 'roberta_neu': 0.3782202, 'roberta_pos': 0.04471014}",0
3689,Technoblade,saw,1,3,"{'roberta_neg': 0.17327183, 'roberta_neu': 0.6709668, 'roberta_pos': 0.15576139}",1
3690,Technoblade,pvp college,2,11,"{'roberta_neg': 0.14160101, 'roberta_neu': 0.70082533, 'roberta_pos': 0.15757369}",1
3691,Technoblade,7th commet,2,10,"{'roberta_neg': 0.18137845, 'roberta_neu': 0.6471434, 'roberta_pos': 0.17147814}",1
3692,Technoblade,thought quazarr hated u,4,23,"{'roberta_neg': 0.6610446, 'roberta_neu': 0.32458416, 'roberta_pos': 0.014371268}",0
3693,Technoblade,can39t watch,2,12,"{'roberta_neg': 0.8321038, 'roberta_neu': 0.14917849, 'roberta_pos': 0.018717702}",0
3694,Technoblade,made donut escaping,3,19,"{'roberta_neg': 0.09633829, 'roberta_neu': 0.6938966, 'roberta_pos': 0.20976515}",1
3695,Technoblade,nice video lt3,3,14,"{'roberta_neg': 0.0036674081, 'roberta_neu': 0.052712888, 'roberta_pos': 0.94361967}",2
3696,Technoblade,im atm sick,3,11,"{'roberta_neg': 0.8696385, 'roberta_neu': 0.118678145, 'roberta_pos': 0.011683274}",0
3697,Technoblade,hey ben,2,7,"{'roberta_neg': 0.12015777, 'roberta_neu': 0.68942934, 'roberta_pos': 0.19041283}",1
3698,Technoblade,kkk,1,3,"{'roberta_neg': 0.2612022, 'roberta_neu': 0.53255385, 'roberta_pos': 0.20624392}",1
3699,Technoblade,hi,1,2,"{'roberta_neg': 0.2045117, 'roberta_neu': 0.55214864, 'roberta_pos': 0.24333966}",1
3700,Technoblade,mega walls,2,10,"{'roberta_neg': 0.26713434, 'roberta_neu': 0.5810986, 'roberta_pos': 0.15176702}",1
3701,Technoblade,u rly lucky man,4,15,"{'roberta_neg': 0.010597013, 'roberta_neu': 0.08277058, 'roberta_pos': 0.90663236}",2
3703,Technoblade,need start uploading type content techno please,7,47,"{'roberta_neg': 0.03313275, 'roberta_neu': 0.7678624, 'roberta_pos': 0.19900483}",1
3705,Technoblade,rip legend never die,4,20,"{'roberta_neg': 0.06772671, 'roberta_neu': 0.6064403, 'roberta_pos': 0.325833}",1
3707,Technoblade,56 years later i39m still waiting v3,7,36,"{'roberta_neg': 0.17946465, 'roberta_neu': 0.7180336, 'roberta_pos': 0.10250171}",1
3709,Technoblade,dude progress techno did😌,4,25,"{'roberta_neg': 0.015683703, 'roberta_neu': 0.51435137, 'roberta_pos': 0.4699649}",1
3710,Technoblade,part thirtyfive watching techno’s videos posts,6,46,"{'roberta_neg': 0.06024962, 'roberta_neu': 0.8670941, 'roberta_pos': 0.07265638}",1
3711,Technoblade,little kids love techno much go back watch videos hear swear fucks sake,13,71,"{'roberta_neg': 0.46210593, 'roberta_neu': 0.29876408, 'roberta_pos': 0.23913}",0
3713,Technoblade,“you actually tell second dies inside”,6,38,"{'roberta_neg': 0.2576024, 'roberta_neu': 0.6864347, 'roberta_pos': 0.05596295}",1
3716,Technoblade,techno get good things bow level 10 enchants get poo,10,52,"{'roberta_neg': 0.3556815, 'roberta_neu': 0.5067955, 'roberta_pos': 0.13752306}",1
3719,Technoblade,good,1,4,"{'roberta_neg': 0.057428308, 'roberta_neu': 0.2795464, 'roberta_pos': 0.6630253}",2
3721,Technoblade,expecting big yawn make happens,5,31,"{'roberta_neg': 0.07832082, 'roberta_neu': 0.6859286, 'roberta_pos': 0.2357506}",1
3722,Technoblade,voice slowly getting deeper,4,27,"{'roberta_neg': 0.029295452, 'roberta_neu': 0.75838435, 'roberta_pos': 0.21232022}",1
3723,Technoblade,moment realise it39s least viewed video,6,39,"{'roberta_neg': 0.2990457, 'roberta_neu': 0.62876964, 'roberta_pos': 0.0721847}",1
3724,Technoblade,unbreaking isn39t bad brsince ur bow spam god,8,45,"{'roberta_neg': 0.08014222, 'roberta_neu': 0.4646968, 'roberta_pos': 0.455161}",1
3725,Technoblade,heyare ays still playing mw together,6,36,"{'roberta_neg': 0.031834546, 'roberta_neu': 0.9124355, 'roberta_pos': 0.05572991}",1
3727,Technoblade,bhow video shorts even 1415 second longb,7,40,"{'roberta_neg': 0.12094549, 'roberta_neu': 0.8103058, 'roberta_pos': 0.06874874}",1
3728,Technoblade,back actually swears man,4,24,"{'roberta_neg': 0.28309056, 'roberta_neu': 0.6565585, 'roberta_pos': 0.060350936}",1
3729,Technoblade,getting recomended 3am youtube knows stuff,6,42,"{'roberta_neg': 0.061119236, 'roberta_neu': 0.80081093, 'roberta_pos': 0.13806978}",1
3730,Technoblade,time voice started taking drugs yes sir techno,8,46,"{'roberta_neg': 0.5174197, 'roberta_neu': 0.45007053, 'roberta_pos': 0.032509755}",0
3731,Technoblade,don39t worry get sort luck account,6,34,"{'roberta_neg': 0.07407415, 'roberta_neu': 0.6227666, 'roberta_pos': 0.30315927}",1
3732,Technoblade,maybe one day vid get 100k views,7,32,"{'roberta_neg': 0.004663805, 'roberta_neu': 0.39021865, 'roberta_pos': 0.60511756}",2
3733,Technoblade,thing today,2,11,"{'roberta_neg': 0.12528504, 'roberta_neu': 0.7810956, 'roberta_pos': 0.09361931}",1
3734,Technoblade,like real pro dayum,4,19,"{'roberta_neg': 0.06080088, 'roberta_neu': 0.75819486, 'roberta_pos': 0.18100429}",1
3735,Technoblade,finally saw swear,3,17,"{'roberta_neg': 0.069312856, 'roberta_neu': 0.75279474, 'roberta_pos': 0.1778924}",1
3739,Technoblade,way years change 😢😢😢😢😢😢😢,4,24,"{'roberta_neg': 0.91968167, 'roberta_neu': 0.07273189, 'roberta_pos': 0.007586401}",0
3740,Technoblade,techno used swear word awww,5,27,"{'roberta_neg': 0.7196473, 'roberta_neu': 0.2690035, 'roberta_pos': 0.011349228}",0
3741,Technoblade,checked almost vids i’m pretty sure least viewed…,8,49,"{'roberta_neg': 0.11074824, 'roberta_neu': 0.77170444, 'roberta_pos': 0.117547296}",1
3742,Technoblade,rip got unbreaking 1,4,20,"{'roberta_neg': 0.073996216, 'roberta_neu': 0.6892008, 'roberta_pos': 0.23680297}",1
3744,Technoblade,vid39s neighbors million videos,4,31,"{'roberta_neg': 0.21765074, 'roberta_neu': 0.71384805, 'roberta_pos': 0.06850118}",1
3746,Technoblade,lmao true xd,3,12,"{'roberta_neg': 0.054800473, 'roberta_neu': 0.51552063, 'roberta_pos': 0.42967895}",1
3748,Technoblade,love vid techno screw cancer,5,28,"{'roberta_neg': 0.29078102, 'roberta_neu': 0.39108655, 'roberta_pos': 0.31813237}",1
3750,Technoblade,love content he39s chillout channel,5,35,"{'roberta_neg': 0.0015948198, 'roberta_neu': 0.035126746, 'roberta_pos': 0.9632784}",2
3751,Technoblade,hurts go back watch these😓,5,26,"{'roberta_neg': 0.855909, 'roberta_neu': 0.132332, 'roberta_pos': 0.011759005}",0
3752,Technoblade,moment 5v1 bow fight kill 4,6,27,"{'roberta_neg': 0.085992426, 'roberta_neu': 0.8658575, 'roberta_pos': 0.048150077}",1
3753,Technoblade,commenting yt algorithm recommends video people,6,47,"{'roberta_neg': 0.22701252, 'roberta_neu': 0.72324884, 'roberta_pos': 0.04973861}",1
3755,Technoblade,onionring awesome might hungry lot great map,7,44,"{'roberta_neg': 0.0030659682, 'roberta_neu': 0.03620067, 'roberta_pos': 0.9607334}",2
3756,Technoblade,rest power,2,10,"{'roberta_neg': 0.048017956, 'roberta_neu': 0.52990675, 'roberta_pos': 0.42207527}",1
3757,Technoblade,another story time episode hat cracked,6,38,"{'roberta_neg': 0.5372757, 'roberta_neu': 0.43142444, 'roberta_pos': 0.031299956}",0
3758,Technoblade,spring break pog,3,16,"{'roberta_neg': 0.069597736, 'roberta_neu': 0.7625574, 'roberta_pos': 0.16784485}",1
3759,Technoblade,since aren39t tired record moar videos,6,38,"{'roberta_neg': 0.12281955, 'roberta_neu': 0.7293181, 'roberta_pos': 0.14786234}",1
3760,Technoblade,love don39t nick,3,16,"{'roberta_neg': 0.18933429, 'roberta_neu': 0.64588934, 'roberta_pos': 0.16477638}",1
3761,Technoblade,rip techno,2,10,"{'roberta_neg': 0.12813376, 'roberta_neu': 0.714754, 'roberta_pos': 0.1571122}",1
3762,Technoblade,holy crap kdr 1976 that39s amazing,6,34,"{'roberta_neg': 0.0059328703, 'roberta_neu': 0.0333786, 'roberta_pos': 0.9606885}",2
3764,Technoblade,program use record,3,18,"{'roberta_neg': 0.17427838, 'roberta_neu': 0.74354, 'roberta_pos': 0.082181625}",1
3766,Technoblade,bro rip,2,7,"{'roberta_neg': 0.54271317, 'roberta_neu': 0.3988876, 'roberta_pos': 0.058399223}",0
3768,Technoblade,rip,1,3,"{'roberta_neg': 0.23444588, 'roberta_neu': 0.58035547, 'roberta_pos': 0.18519862}",1
3769,Technoblade,techno map strata 2 chest mid great video,8,41,"{'roberta_neg': 0.004653365, 'roberta_neu': 0.091564596, 'roberta_pos': 0.90378207}",2
3771,Technoblade,hi lionrexx,2,11,"{'roberta_neg': 0.054643556, 'roberta_neu': 0.77864295, 'roberta_pos': 0.16671346}",1
3773,Technoblade,futer,1,5,"{'roberta_neg': 0.36010495, 'roberta_neu': 0.48183927, 'roberta_pos': 0.15805574}",1
3774,Technoblade,overfall go first platform sole times there39s chest,8,52,"{'roberta_neg': 0.0583923, 'roberta_neu': 0.8874706, 'roberta_pos': 0.05413711}",1
3775,Technoblade,o7,1,2,"{'roberta_neg': 0.20095056, 'roberta_neu': 0.5108358, 'roberta_pos': 0.28821364}",1
3777,Technoblade,techno use splash potion looking last longer,7,44,"{'roberta_neg': 0.010731895, 'roberta_neu': 0.68236643, 'roberta_pos': 0.30690163}",1
3779,Technoblade,yaay think isn39t stupid april fools video think yay proper video today yes,13,75,"{'roberta_neg': 0.03615034, 'roberta_neu': 0.5009318, 'roberta_pos': 0.46291783}",1
3780,Technoblade,episode blitz combined skywars think would cool,7,47,"{'roberta_neg': 0.004883799, 'roberta_neu': 0.2408711, 'roberta_pos': 0.75424504}",2
3785,Technoblade,anyone else notice matches progressed amount kills got decreased one,10,68,"{'roberta_neg': 0.21466638, 'roberta_neu': 0.75947386, 'roberta_pos': 0.025859836}",1
3786,Technoblade,don39t understand people call hacks youtuber frikin youtuber,8,60,"{'roberta_neg': 0.86876506, 'roberta_neu': 0.12283323, 'roberta_pos': 0.008401725}",0
3787,Technoblade,techno combine 2 knock back x slimeballs get kb 20 trust,11,56,"{'roberta_neg': 0.025498932, 'roberta_neu': 0.89746785, 'roberta_pos': 0.0770332}",1
3790,Technoblade,techno get good pvp need know plz lt3,8,37,"{'roberta_neg': 0.012811345, 'roberta_neu': 0.4396008, 'roberta_pos': 0.5475879}",2
3791,Technoblade,spring break ended two weeks ago you39ve school two weeks cri,11,61,"{'roberta_neg': 0.3838952, 'roberta_neu': 0.56455976, 'roberta_pos': 0.051545113}",1
3793,Technoblade,strength every kill gets,4,24,"{'roberta_neg': 0.42795253, 'roberta_neu': 0.5286314, 'roberta_pos': 0.04341607}",1
3795,Technoblade,building tot last fight dropped anvil hot bar head goal,10,55,"{'roberta_neg': 0.10805037, 'roberta_neu': 0.8399612, 'roberta_pos': 0.05198847}",1
3797,Technoblade,u get strength effect perk,5,26,"{'roberta_neg': 0.023324942, 'roberta_neu': 0.8071624, 'roberta_pos': 0.1695127}",1
3799,Technoblade,favourite video made reason,4,27,"{'roberta_neg': 0.01240728, 'roberta_neu': 0.24635336, 'roberta_pos': 0.74123937}",2
3800,Technoblade,🐶survival games 👑,3,17,"{'roberta_neg': 0.021094851, 'roberta_neu': 0.73813015, 'roberta_pos': 0.240775}",1
3802,Technoblade,legend 🚀,2,8,"{'roberta_neg': 0.066154085, 'roberta_neu': 0.5413901, 'roberta_pos': 0.3924558}",1
3803,Technoblade,thank algorithm,2,15,"{'roberta_neg': 0.050108086, 'roberta_neu': 0.63045657, 'roberta_pos': 0.31943527}",1
3805,Technoblade,commenting you39ll millions subs little calling ill known mythic legend,10,71,"{'roberta_neg': 0.30828133, 'roberta_neu': 0.6476429, 'roberta_pos': 0.044075742}",1
3806,Technoblade,watchdog probably bans hackers mineplex staff year,7,50,"{'roberta_neg': 0.1468065, 'roberta_neu': 0.76646453, 'roberta_pos': 0.08672896}",1
3808,Technoblade,technos outro always highlight whole video,6,42,"{'roberta_neg': 0.0059752148, 'roberta_neu': 0.4401073, 'roberta_pos': 0.55391747}",2
3809,Technoblade,lololol sparky5999 last guy first game 8 star uhc trash talks everyone team died said quotyour bad kid learn play uhcquot,21,121,"{'roberta_neg': 0.8481125, 'roberta_neu': 0.13850947, 'roberta_pos': 0.013378066}",0
3812,Technoblade,agree watch dog stuff think number gives aren39t accurate,9,57,"{'roberta_neg': 0.7444265, 'roberta_neu': 0.24523348, 'roberta_pos': 0.010340036}",0
3813,Technoblade,damn nicks smart even 4 years ago,7,33,"{'roberta_neg': 0.49285153, 'roberta_neu': 0.46587133, 'roberta_pos': 0.04127711}",0
3815,Technoblade,best profile picture ever,4,25,"{'roberta_neg': 0.0027433538, 'roberta_neu': 0.022325916, 'roberta_pos': 0.9749307}",2
3816,Technoblade,sparky toxic af 😂 tbh kid bad,7,29,"{'roberta_neg': 0.9177464, 'roberta_neu': 0.06968214, 'roberta_pos': 0.012571345}",0
3818,Technoblade,deserve new profile pic,4,23,"{'roberta_neg': 0.018193144, 'roberta_neu': 0.41901055, 'roberta_pos': 0.5627963}",2
3821,Technoblade,sword spanmer,2,13,"{'roberta_neg': 0.13894328, 'roberta_neu': 0.7467515, 'roberta_pos': 0.11430521}",1
3825,Technoblade,ty uploading blitz,3,18,"{'roberta_neg': 0.10661854, 'roberta_neu': 0.7970689, 'roberta_pos': 0.09631251}",1
3829,Technoblade,yay videos also u make guide skywars updated,8,44,"{'roberta_neg': 0.008670828, 'roberta_neu': 0.7625765, 'roberta_pos': 0.22875266}",1
3830,Technoblade,waiting dad,2,11,"{'roberta_neg': 0.07438748, 'roberta_neu': 0.8065478, 'roberta_pos': 0.1190647}",1
3831,Technoblade,one found steve cute,4,20,"{'roberta_neg': 0.007346604, 'roberta_neu': 0.1916558, 'roberta_pos': 0.8009976}",2
3832,Technoblade,poor steve xd,3,13,"{'roberta_neg': 0.37971768, 'roberta_neu': 0.5694327, 'roberta_pos': 0.050849598}",1
3833,Technoblade,watchdog amazing it39s watch much people time,7,45,"{'roberta_neg': 0.00704702, 'roberta_neu': 0.061207246, 'roberta_pos': 0.93174577}",2
3834,Technoblade,profile pic xd,3,14,"{'roberta_neg': 0.07311301, 'roberta_neu': 0.70210826, 'roberta_pos': 0.22477871}",1
3835,Technoblade,lmaf hacker omg😂😂😂😂,3,19,"{'roberta_neg': 0.23842989, 'roberta_neu': 0.43097603, 'roberta_pos': 0.33059406}",1
3837,Technoblade,use record videos also want start channel brbrkeep love videos,10,62,"{'roberta_neg': 0.0058524855, 'roberta_neu': 0.34322703, 'roberta_pos': 0.6509205}",2
3838,Technoblade,started playing blitz really wish kept making vids it39s way fun thought would,13,78,"{'roberta_neg': 0.003970017, 'roberta_neu': 0.05606964, 'roberta_pos': 0.9399603}",2
3839,Technoblade,lel steve,2,9,"{'roberta_neg': 0.12095492, 'roberta_neu': 0.6912513, 'roberta_pos': 0.1877938}",1
3840,Technoblade,made 500 oh god,4,15,"{'roberta_neg': 0.35093868, 'roberta_neu': 0.5023796, 'roberta_pos': 0.14668173}",1
3841,Technoblade,1k liker,2,8,"{'roberta_neg': 0.087213136, 'roberta_neu': 0.71849173, 'roberta_pos': 0.19429514}",1
3842,Technoblade,dont notcie bladepie never want noticed ill die straight line,10,61,"{'roberta_neg': 0.7266294, 'roberta_neu': 0.253257, 'roberta_pos': 0.0201136}",0
3843,Technoblade,recent comment right,3,20,"{'roberta_neg': 0.14734995, 'roberta_neu': 0.6179678, 'roberta_pos': 0.23468225}",1
3845,Technoblade,nice,1,4,"{'roberta_neg': 0.0526101, 'roberta_neu': 0.3086702, 'roberta_pos': 0.63871974}",2
3846,Technoblade,i39m watching techno making combos feel bad,7,43,"{'roberta_neg': 0.7852794, 'roberta_neu': 0.19586416, 'roberta_pos': 0.018856442}",0
3847,Technoblade,u upload man,3,12,"{'roberta_neg': 0.25676718, 'roberta_neu': 0.61030686, 'roberta_pos': 0.13292593}",1
3848,Technoblade,rest peace never die long remember,6,34,"{'roberta_neg': 0.032845285, 'roberta_neu': 0.4064931, 'roberta_pos': 0.5606616}",2
3849,Technoblade,yay thank video techno motivating go another day school watch one videosl ☺,13,75,"{'roberta_neg': 0.0021077245, 'roberta_neu': 0.043589856, 'roberta_pos': 0.9543024}",2
3851,Technoblade,know would walk water hacks know caught 4kbrwell 1080p least,10,60,"{'roberta_neg': 0.052227285, 'roberta_neu': 0.8947152, 'roberta_pos': 0.05305756}",1
3852,Technoblade,rest peace,2,10,"{'roberta_neg': 0.045768328, 'roberta_neu': 0.5044145, 'roberta_pos': 0.44981712}",1
3853,Technoblade,legend 🚀,2,8,"{'roberta_neg': 0.066154085, 'roberta_neu': 0.5413901, 'roberta_pos': 0.3924558}",1
3854,Technoblade,2nd voice changimg,3,18,"{'roberta_neg': 0.058757037, 'roberta_neu': 0.8710001, 'roberta_pos': 0.07024296}",1
3855,Technoblade,yooooooo,1,8,"{'roberta_neg': 0.10514539, 'roberta_neu': 0.4078393, 'roberta_pos': 0.48701525}",2
3856,Technoblade,never thought techno would curse much,6,37,"{'roberta_neg': 0.41549832, 'roberta_neu': 0.5128002, 'roberta_pos': 0.07170143}",1
3857,Technoblade,mastered powers water walking tough art grasp,7,45,"{'roberta_neg': 0.022945248, 'roberta_neu': 0.7712985, 'roberta_pos': 0.20575625}",1
3858,Technoblade,jesus powers fly hacking teamed lol,6,35,"{'roberta_neg': 0.049337417, 'roberta_neu': 0.70907104, 'roberta_pos': 0.24159162}",1
3859,Technoblade,miss old days techno used play blitz,7,36,"{'roberta_neg': 0.075086035, 'roberta_neu': 0.85331917, 'roberta_pos': 0.07159481}",1
3860,Youtuber,comments,1,8,"{'roberta_neg': 0.18648346, 'roberta_neu': 0.6851768, 'roberta_pos': 0.12833972}",1
3861,TommyInnit,publishing birthday really hoping get likes,6,43,"{'roberta_neg': 0.0048352648, 'roberta_neu': 0.23232363, 'roberta_pos': 0.7628411}",2
3862,TommyInnit,scares,1,6,"{'roberta_neg': 0.34515455, 'roberta_neu': 0.5739338, 'roberta_pos': 0.0809117}",1
3866,TommyInnit,silence “whattt get chair” coming nowhere kills everytime,8,57,"{'roberta_neg': 0.9059748, 'roberta_neu': 0.08598808, 'roberta_pos': 0.00803718}",0
3868,TommyInnit,happy birthday tommyinnit,3,25,"{'roberta_neg': 0.0014333251, 'roberta_neu': 0.016300458, 'roberta_pos': 0.9822662}",2
3874,TommyInnit,two new ant amp dec see happening,7,33,"{'roberta_neg': 0.023567012, 'roberta_neu': 0.88976234, 'roberta_pos': 0.08667069}",1
3876,TommyInnit,love tommy nice intros videos he39s chaotic 💀🧍‍♀️,8,49,"{'roberta_neg': 0.009711421, 'roberta_neu': 0.049767375, 'roberta_pos': 0.9405212}",2
3877,TommyInnit,drishta calmly destroying dream’s hard work past months,8,55,"{'roberta_neg': 0.39080176, 'roberta_neu': 0.5590607, 'roberta_pos': 0.050137583}",1
3879,TommyInnit,sometimes tommy39s videos make laugh even drista joins game cause even funnier drista plays tommy dsmp,16,102,"{'roberta_neg': 0.0039422833, 'roberta_neu': 0.1291117, 'roberta_pos': 0.86694604}",2
3883,TommyInnit,visualize dreams face he’s yelling tommy,6,40,"{'roberta_neg': 0.19462739, 'roberta_neu': 0.6975302, 'roberta_pos': 0.107842356}",1
3884,TommyInnit,quothas george left read eight timequot rolling floor laughing,9,62,"{'roberta_neg': 0.1166833, 'roberta_neu': 0.80400425, 'roberta_pos': 0.07931242}",1
